Target;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19
0;A;37;A;158;A;12;1;2;4;C;130000;156;1329;239499.5416;7115;175558;0.1867;24.6743;0.5428
0;B;43;A;71;A;6;2;0;4;A;140000;125;1524;260293.6475;7101;167548;0.2146;23.595;0.5379
0;B;31;A;72;A;11;1;2;4;C;280000;140;2816;335388.31;7005;244742;0.402;34.9382;0.8349
0;A;43;A;144;A;12;1;0;4;A;146000;123;1680;204014.4856;7002;180569;0.24;25.7882;0.7156
0;B;34;A;81;A;11;1;0;4;A;150000;199;1408;155506.6405;6949;64164;0.2026;9.2336;0.9646
0;B;43;C;143;A;11;1;2;4;C;120000;158;1143;202221.2953;6783;139646;0.1684;20.5876;0.5934
0;B;40;C;40;A;12;1;2;4;C;100000;181;1001;181275.3767;6761;46436;0.148;6.8682;0.5516
0;B;47;A;98;A;11;1;3;3;C;80000;144;888;112173.8595;6670;51091;0.1332;7.6598;0.7132
0;A;51;A;180;A;11;1;2;4;C;160000;148;1711;212704.0623;6642;85772;0.2576;12.9136;0.7522
0;A;44;A;230;A;12;1;2;4;C;70000;214;676;103565.0983;6621;73412;0.1021;11.0878;0.6759
0;B;43;A;189;A;12;1;3;4;C;130000;130;1462;259463.8181;6615;101190;0.2209;15.2971;0.501
0;B;50;A;105;B;5;1;0;3;A;170000;210;1374;262822.5721;6582;98925;0.2087;15.0296;0.6468
0;B;48;A;55;A;11;1;3;3;C;180000;192;1771;323957.2843;6559;161918;0.27;24.6864;0.5556
0;A;54;A;107;B;8;1;0;4;C;260000;206;1954;487592.822;6533;356107;0.2992;54.509;0.5332
0;A;65;A;326;B;5;1;2;3;C;280000;229;2505;459126.119;6520;356263;0.3842;54.6416;0.6099
0;B;50;A;279;B;9;2;3;3;C;140000;154;1514;169175.6996;6460;194426;0.2343;30.0969;0.8275
0;B;10;B;116;B;5;1;4;3;C;200000;178;2072;415241.8969;6378;114599;0.3248;17.9679;0.4816
0;A;31;B;90;A;11;1;2;4;C;80000;189;810;152105.5385;6335;44449;0.1279;7.0164;0.526
0;B;46;B;176;A;6;1;3;3;C;160000;175;1659;219547.5641;6334;141795;0.2619;22.3863;0.7288
0;B;43;A;183;A;12;1;0;3;C;196000;139;2247;478853.8187;6323;149060;0.3554;23.5743;0.4093
0;B;56;A;350;B;8;1;0;4;C;260000;233;2131;351147.3678;6310;307550;0.3378;48.7401;0.7404
0;B;34;A;155;A;11;1;0;3;A;200000;212;1679;275773.1366;6306;198887;0.2663;31.5393;0.7252
0;B;54;A;67;B;8;1;2;3;C;70000;129;867;90840.99107;6304;79356;0.1376;12.5882;0.7706
0;A;51;A;74;A;2;1;2;4;C;200000;149;1956;305904.8417;6266;152086;0.3122;24.2716;0.6538
0;A;37;A;113;A;11;1;3;4;C;127200;226;950;189099.4898;6237;174536;0.1523;27.984;0.6727
0;B;46;B;221;B;1;1;3;3;C;100000;147;1099;143676.8053;6228;106254;0.1765;17.0607;0.696
0;A;56;A;110;A;11;2;2;3;C;230000;231;2093;299694.9298;6226;188915;0.3361;30.3429;0.7674
0;B;54;A;242;B;8;1;3;3;C;240000;236;1975;577505.1907;6199;291655;0.3187;47.0487;0.4156
0;B;60;A;104;B;1;1;2;4;C;129000;213;1239;224609.3174;6171;125721;0.2008;20.3729;0.5743
0;B;32;A;106;A;11;1;0;4;A;70000;127;857;72613.32533;6146;61524;0.1394;10.0104;0.964
0;B;44;A;84;B;3;1;3;3;C;200000;123;2392;216905.7638;6121;108015;0.3908;17.6466;0.9221
0;B;42;A;187;A;6;1;1;4;C;220000;190;1945;271129.4223;6100;139093;0.3189;22.8021;0.8114
0;B;46;B;82;A;11;1;2;4;C;96000;213;903;124199.3611;5927;68401;0.1524;11.5406;0.773
0;B;39;A;136;A;6;1;0;4;C;150000;121;1852;396448.2019;5924;194367;0.3127;32.8101;0.3784
0;A;51;C;171;A;11;1;2;4;C;140000;211;1283;260709.4659;5918;145863;0.2168;24.6473;0.537
0;B;62;A;213;A;6;2;3;4;C;262000;157;2898;508611.553;5877;251509;0.4932;42.7955;0.5151
0;A;41;B;;A;11;1;3;4;C;182000;126;2192;225922.9911;5847;119297;0.375;20.4031;0.8056
0;B;41;A;94;A;12;1;2;4;C;110000;168;1185;225852.3176;5805;44540;0.2041;7.6727;0.487
0;A;39;A;162;B;4;1;0;3;A;240000;213;2109;260439.0337;5771;327207;0.3654;56.6985;0.9215
0;B;33;A;42;A;11;1;0;3;A;140000;170;1465;209638.4969;5735;85355;0.2554;14.8832;0.6678
0;B;44;A;47;A;11;1;1;4;C;200000;144;2286;242146.8261;5707;259460;0.4006;45.4635;0.8259
0;A;38;A;95;A;11;1;2;4;C;50000;133;598;60550.85895;5677;58577;0.1053;10.3183;0.8258
0;A;46;A;82;A;12;2;2;3;B;140000;179;1336;232260.5983;5627;158595;0.2375;28.1846;0.6028
0;B;54;A;61;B;8;1;3;3;C;180000;122;2276;253772.7282;5612;250112;0.4055;44.5674;0.7093
0;B;35;C;36;A;6;1;0;3;C;160000;202;1491;373587.5375;5575;104343;0.2674;18.7162;0.4283
0;A;55;A;93;B;8;1;2;4;C;100000;238;878;121521.8594;5556;82726;0.1579;14.8895;0.8229
0;A;53;A;32;A;11;1;1;4;C;166000;140;1834;226171.0505;5550;178323;0.3304;32.1303;0.734
0;B;42;B;125;A;11;1;1;4;C;130000;230;1020;328012.7575;5545;107828;0.184;19.446;0.3963
0;B;38;A;84;A;12;1;1;4;C;100000;204;977;124972.0742;5505;45610;0.1774;8.2852;0.8002
0;B;42;B;190;B;8;1;4;3;C;220000;131;2594;433435.5296;5481;244903;0.4732;44.6822;0.5076
0;A;48;B;123;B;9;1;2;4;C;90000;128;1082;139206.7082;5454;95155;0.1985;17.4468;0.6465
0;B;54;C;91;A;6;1;4;4;C;100000;122;1259;202527.4591;5446;67045;0.2312;12.3109;0.4938
0;B;48;A;44;A;11;1;3;4;C;70000;169;748;107728.947;5443;47570;0.1375;8.7397;0.6498
0;B;38;B;80;A;11;1;0;3;A;120000;164;1306;228040.7969;5443;49206;0.2399;9.0402;0.5262
0;A;45;A;85;A;6;1;1;4;C;90000;130;1099;113762.6184;5437;78453;0.2022;14.4295;0.7911
0;B;52;B;261;A;6;1;3;3;C;180000;188;1691;272443.8345;5427;104911;0.3116;19.3313;0.6607
0;B;29;A;59;A;11;1;0;4;A;140000;161;1470;222383.748;5426;117635;0.2709;21.6799;0.6295
0;B;38;C;155;A;11;1;3;4;C;154000;222;1397;256123.116;5412;111316;0.2581;20.5684;0.6013
0;B;43;A;165;B;4;1;1;3;C;120000;203;1151;212587.3451;5370;131248;0.2144;24.441;0.5645
0;A;50;A;114;A;12;1;3;4;C;133400;217;1264;333450.2686;5357;60734;0.236;11.3373;0.4001
0;A;38;B;114;A;12;1;2;4;C;50000;136;589;53009.67395;5327;42245;0.1106;7.9304;0.9432
0;B;44;A;203;B;1;1;2;4;C;140000;216;1216;253306.0456;5217;131118;0.2332;25.1328;0.5527
0;A;39;A;160;A;12;1;1;4;C;120000;204;1165;196139.7251;5207;161184;0.2237;30.9553;0.6118
0;B;62;A;66;A;6;1;3;3;C;80000;185;815;127519.3036;5121;82296;0.1591;16.0703;0.6274
0;A;48;A;350;A;11;1;2;4;C;80000;136;924;203838.8705;5119;105257;0.1804;20.562;0.3925
0;B;29;B;62;A;12;1;1;4;C;59200;203;574;123500.3311;5092;51947;0.1127;10.2017;0.4794
0;B;56;A;162;A;6;1;4;3;C;180000;223;1676;381690.0668;5073;231129;0.3304;45.5606;0.4716
0;B;49;A;292;A;11;1;2;3;C;190000;131;2301;283562.8874;5007;92881;0.4595;18.5502;0.67
0;A;51;A;41;B;12;1;2;4;C;200000;238;1481;316593.0669;4999;206969;0.2962;41.4021;0.6317
0;A;39;B;76;B;8;1;2;4;C;160000;196;1541;183662.3268;4990;74925;0.3089;15.015;0.8712
0;B;46;B;125;A;12;1;2;4;C;50000;148;538;70609.93183;4980;60073;0.108;12.0629;0.7081
0;B;38;A;126;A;11;2;1;4;C;120000;128;1477;273450.384;4976;75540;0.2968;15.1809;0.4388
0;B;45;B;328;A;11;2;2;3;C;80000;148;886;104715.5921;4971;61175;0.1783;12.3064;0.764
0;B;45;A;16;A;11;1;2;4;C;200000;144;2129;325024.7316;4942;223472;0.4308;45.2189;0.6153
0;B;42;A;94;A;11;1;3;4;C;60000;202;528;130351.9204;4927;67690;0.1072;13.7386;0.4603
0;A;40;A;155;A;6;1;2;4;C;160000;142;1863;196959.2105;4908;117013;0.3796;23.8413;0.8124
0;A;37;A;15;A;12;1;1;4;C;62000;211;544;73225.28101;4895;54226;0.1111;11.0778;0.8467
0;B;42;A;112;A;6;1;3;4;C;140000;206;1358;141230.792;4890;60912;0.2778;12.4564;0.9913
0;A;44;A;249;A;11;1;2;4;C;160000;126;1742;195242.3779;4889;149390;0.3564;30.5564;0.8195
0;B;49;B;317;B;3;1;3;3;C;90000;165;973;154865.8215;4888;44022;0.199;9.0061;0.5811
0;B;37;A;145;A;11;1;2;4;C;60000;223;558;67029.46252;4876;34390;0.1144;7.0529;0.8951
0;B;38;B;140;A;12;1;2;4;C;62000;145;693;65310.33978;4842;68475;0.1431;14.1419;0.9493
0;B;37;B;158;A;12;1;2;3;C;120000;183;1139;189541.4076;4831;167909;0.2358;34.7566;0.6331
0;B;42;B;181;B;8;1;2;3;C;140000;178;1393;342288.1858;4824;118288;0.2887;24.5207;0.409
0;B;38;A;167;A;11;1;1;4;C;188220;146;1915;205880.9591;4823;247221;0.397;51.2588;0.9142
0;B;46;A;213;A;11;1;3;4;C;120000;149;1210;223539.9762;4810;136300;0.2515;28.3368;0.5368
0;A;39;C;146;A;11;1;1;4;C;58000;168;592;74568.62682;4807;56222;0.1231;11.6959;0.7778
0;B;41;B;142;A;11;1;2;4;C;120000;224;1115;149175.3371;4773;164612;0.2337;34.4882;0.8044
0;B;47;A;161;B;1;2;0;3;A;120000;167;1138;211097.1939;4754;78016;0.2395;16.4106;0.5685
0;B;49;B;167;A;11;1;1;4;C;60000;204;534;120789.0757;4754;50774;0.1124;10.6803;0.4967
0;B;33;A;53;A;11;1;1;4;C;80000;239;598;131464.6056;4752;58421;0.1258;12.294;0.6085
0;B;43;C;24;A;12;1;3;4;C;80000;138;901;99212.51399;4736;97403;0.1903;20.5665;0.8063
0;A;49;B;141;A;11;1;2;4;C;140000;227;1313;166229.453;4735;125349;0.2772;26.4729;0.8422
0;B;51;B;350;B;8;1;2;4;C;100000;127;1169;216677.0476;4714;93685;0.2479;19.8738;0.4615
0;B;43;C;73;A;6;1;2;4;C;100000;129;1060;150836.671;4711;79400;0.225;16.8542;0.663
0;B;51;A;244;A;11;1;2;4;C;120000;188;1180;160378.3358;4672;120611;0.2525;25.8157;0.7482
0;B;54;B;231;B;5;1;3;3;C;100000;129;1209;168647.7675;4664;125648;0.2591;26.94;0.593
0;B;56;B;237;B;8;2;2;3;C;140000;152;1549;228307.7165;4652;119640;0.333;25.718;0.6132
0;B;52;A;159;B;8;1;2;3;C;96000;186;902;181601.8637;4635;132897;0.1946;28.6725;0.5286
0;B;40;A;65;A;12;1;2;4;C;100000;154;1079;128500.7137;4635;135146;0.2329;29.1577;0.7782
0;B;38;A;219;A;11;1;1;4;C;140000;196;1356;206065.2834;4608;101973;0.2942;22.1296;0.6794
0;A;53;B;102;A;11;1;0;3;C;80000;210;750;98803.36771;4574;46130;0.1639;10.0853;0.8097
0;A;41;A;46;B;8;1;3;3;C;60000;214;558;113571.7846;4563;54274;0.1223;11.8944;0.5283
0;B;53;B;295;B;8;1;3;3;C;100000;149;1055;188237.9622;4553;132776;0.2317;29.1623;0.5312
0;B;36;B;166;B;1;1;1;3;C;140000;164;1458;277049.7126;4547;99591;0.3207;21.9026;0.5053
0;B;38;B;154;A;11;1;3;4;C;200000;191;1954;442798.4025;4526;131142;0.4318;28.9753;0.4517
0;A;33;B;134;A;12;1;3;4;C;56000;217;520;150573.9718;4523;39910;0.115;8.8238;0.3719
0;A;42;B;189;A;11;1;3;4;C;200000;221;1773;264797.1606;4472;122668;0.3964;27.4302;0.7553
0;A;36;B;169;A;12;1;0;4;C;180000;167;1587;259172.3054;4466;123567;0.3553;27.6684;0.6945
0;A;47;A;326;A;11;1;0;4;C;60000;192;513;133347.4937;4456;79435;0.1151;17.8265;0.45
0;B;36;A;77;A;11;1;0;4;A;100300;201;826;152972.4854;4438;94658;0.1862;21.329;0.6557
0;B;44;C;158;A;12;1;4;4;C;80000;223;725;92834.8469;4403;72488;0.1647;16.4633;0.8617
0;B;45;B;136;A;12;1;2;4;C;60000;132;724;97953.17925;4388;48330;0.165;11.0141;0.6125
0;B;40;A;226;B;5;1;2;3;C;100000;195;1003;142073.0963;4324;49930;0.2319;11.5472;0.7039
0;B;63;B;243;B;8;1;4;3;C;140000;196;1315;225515.7522;4324;138353;0.3041;31.9965;0.6208
0;B;37;B;170;B;8;1;2;4;C;60000;216;543;167028.158;4320;46820;0.1258;10.838;0.3592
0;B;48;B;28;B;8;2;4;3;C;154000;223;1457;479585.7739;4317;133685;0.3376;30.9671;0.3211
0;B;58;C;144;B;5;1;2;3;C;180000;127;2026;323695.313;4314;77200;0.4695;17.8952;0.5561
0;B;38;C;212;A;12;1;0;4;A;60000;181;525;111357.6712;4281;52055;0.1226;12.1595;0.5388
0;A;54;A;225;A;11;1;3;4;C;134000;189;1358;170301.8041;4264;141450;0.3185;33.1731;0.7868
0;A;35;A;76;A;7;1;2;4;C;80000;240;727;109315.2478;4256;111047;0.1708;26.0919;0.7318
0;B;41;B;160;B;4;1;3;3;C;140000;215;1122;145741.5182;4250;86207;0.2639;20.284;0.9606
0;B;45;B;186;A;2;1;2;3;C;160000;122;1733;203617.8444;4232;111994;0.4096;26.4636;0.7858
0;A;34;B;21;A;12;1;2;4;C;100000;188;994;242247.6396;4226;101533;0.2352;24.0258;0.4128
0;A;45;A;86;A;12;1;3;4;C;106000;155;1146;160632.3683;4221;113860;0.2716;26.9747;0.6599
0;B;36;C;157;A;12;1;1;4;C;80000;201;778;81878.28115;4186;32977;0.1858;7.8779;0.9771
0;B;67;B;278;A;12;2;1;4;C;40000;129;463;49355.26327;4172;41780;0.1109;10.0144;0.8105
0;B;49;A;9;A;12;1;0;4;A;60000;142;614;138695.6476;4172;37124;0.1472;8.8984;0.4326
0;B;55;A;206;B;8;2;4;3;C;140000;230;1096;346249.7013;4149;95844;0.2643;23.1005;0.4043
0;B;42;A;147;A;6;1;4;3;C;160000;148;1726;241697.646;4147;171157;0.4163;41.2725;0.662
0;A;43;A;98;B;4;1;3;3;C;140000;165;1445;167836.8066;4128;63999;0.3502;15.5036;0.8341
0;B;47;B;138;A;12;1;2;3;C;120000;124;1313;194201.9059;4114;65018;0.3192;15.8041;0.6179
0;A;49;B;132;B;4;1;3;4;C;100000;152;1110;139119.3612;4102;123871;0.2706;30.1977;0.7188
0;B;41;A;130;A;11;1;2;4;C;80000;205;638;166766.6293;4064;82395;0.1569;20.2744;0.4797
0;A;40;C;37;B;5;1;2;3;C;150000;219;1362;225742.6693;4044;147823;0.3369;36.5537;0.6645
0;B;42;B;78;B;8;1;2;3;C;140000;163;1466;212395.567;4039;102989;0.363;25.4986;0.6591
0;B;43;B;66;A;12;1;2;4;C;56000;240;417;73637.26503;4033;45721;0.1034;11.3367;0.7605
0;A;51;A;71;A;12;1;2;4;C;96000;134;1146;151385.0387;4002;122356;0.2863;30.5737;0.6341
0;B;32;C;35;B;5;1;1;4;C;60000;205;556;134920.6154;3986;59025;0.1394;14.8081;0.4447
0;B;66;A;43;B;8;1;3;3;C;60000;187;582;142694.72;3981;44170;0.1461;11.0952;0.4205
0;B;35;A;14;A;12;1;0;4;A;60000;134;701;82854.36851;3981;75352;0.176;18.9279;0.7242
0;B;40;B;121;A;12;1;0;3;C;120000;123;1333;222257.2185;3919;68666;0.3401;17.5213;0.5399
0;B;49;B;266;A;6;1;3;3;C;60000;204;538;76200.44638;3918;51993;0.1373;13.2703;0.7874
0;B;40;B;206;B;8;1;1;3;C;80000;208;749;143599.3671;3906;62289;0.1918;15.947;0.5571
0;B;60;A;11;A;12;1;0;4;A;160000;240;1113;173423.8289;3881;219380;0.2869;56.5267;0.9226
0;A;58;A;63;A;12;1;2;4;C;100000;133;1161;247609.2731;3876;72693;0.2996;18.7546;0.4039
0;B;53;B;349;B;4;1;3;3;C;100000;224;916;204041.2548;3855;81643;0.2375;21.1785;0.4901
0;B;33;B;12;B;1;1;0;3;A;100000;199;967;124606.5917;3841;45295;0.2517;11.7925;0.8025
0;B;53;A;102;A;6;1;2;4;C;40000;143;457;45314.03511;3837;20240;0.1192;5.275;0.8827
0;B;29;B;55;A;11;1;1;4;C;80000;191;778;103609.4286;3806;54120;0.2044;14.2197;0.7721
0;B;58;A;36;A;11;2;4;3;C;126000;201;1186;136623.5678;3795;59008;0.3125;15.5489;0.9222
0;A;37;B;145;A;12;1;0;4;C;60000;231;530;99987.52923;3791;45702;0.1399;12.0554;0.6001
0;B;53;A;98;A;12;1;3;4;C;60000;160;643;110347.2063;3727;46036;0.1725;12.352;0.5437
0;B;48;B;321;A;12;1;2;4;C;80000;198;705;151653.019;3722;55920;0.1894;15.0242;0.5275
0;B;57;A;317;A;11;1;3;4;C;120000;160;1067;132765.7136;3719;48876;0.287;13.1422;0.9038
0;B;41;A;29;B;8;1;1;3;C;80000;234;567;89746.76601;3709;75653;0.1529;20.3971;0.8914
0;B;35;A;19;B;1;1;2;4;C;100000;204;932;130720.356;3701;79781;0.2518;21.5566;0.765
0;B;5;A;37;B;5;1;2;3;C;60000;143;661;136308.9079;3696;73764;0.179;19.9578;0.4402
0;A;38;C;12;A;12;1;3;4;C;130000;195;1053;138590.1072;3694;53039;0.2851;14.3581;0.938
0;B;42;A;167;A;12;1;2;4;D;60000;125;694;80458.90338;3688;28146;0.1883;7.6318;0.7457
0;B;38;A;28;A;6;1;0;4;A;140000;216;1264;261243.6817;3684;75893;0.3432;20.6007;0.5359
0;A;39;A;102;A;12;1;3;4;C;77220;133;915;156325.0888;3658;88662;0.2502;24.2378;0.494
0;B;55;A;262;B;1;1;2;1;C;150000;233;1350;265697.8711;3656;166552;0.3692;45.5558;0.5646
0;B;32;B;85;A;12;1;1;4;C;80000;182;794;166037.5944;3653;70068;0.2175;19.1809;0.4818
0;B;41;B;88;B;1;1;3;3;C;50000;141;565;68925.63357;3651;24425;0.1549;6.6899;0.7254
0;B;54;B;65;B;4;1;3;4;C;106000;207;881;199605.3165;3650;75435;0.2415;20.6671;0.531
0;B;49;B;241;B;5;1;1;3;C;100000;180;1018;145485.8422;3646;66447;0.2793;18.2246;0.6874
0;A;51;B;64;A;12;1;1;4;B;180000;172;1571;433841.6025;3636;248666;0.4322;68.39;0.4149
0;B;41;B;164;B;4;1;3;3;C;120000;230;1078;280182.7466;3631;71260;0.297;19.6254;0.4283
0;B;42;B;228;B;8;1;2;3;C;60000;161;655;148362.5349;3627;76148;0.1805;20.9948;0.4044
0;B;44;B;182;A;11;1;2;4;C;70000;166;648;187485.6839;3624;96173;0.1789;26.5378;0.3734
0;B;40;B;159;A;6;1;0;4;A;80000;170;775;127691.3977;3607;103729;0.2148;28.7577;0.6265
0;B;37;A;166;A;11;1;0;4;C;50000;134;596;106310.0483;3599;38845;0.1655;10.7933;0.4703
0;B;42;A;29;A;2;1;2;4;C;100000;220;942;203071.3331;3588;91832;0.2626;25.5942;0.4924
0;B;26;B;73;B;3;2;0;3;A;100000;224;870;201181.9888;3582;66094;0.2428;18.4517;0.4971
0;A;50;A;57;A;12;1;0;4;C;60000;137;685;115049.239;3572;74411;0.1917;20.8317;0.5215
0;B;47;C;188;B;5;1;3;2;C;60000;221;481;67519.5583;3554;82370;0.1352;23.1767;0.8886
0;B;43;B;300;A;12;1;2;4;C;100000;191;921;105876.9985;3533;107740;0.2608;30.4953;0.9445
0;B;37;A;66;A;11;1;0;4;C;120000;192;1095;155958.0524;3530;161514;0.3102;45.7547;0.7694
0;B;43;A;28;A;11;2;3;4;C;90000;159;966;131854.633;3519;95106;0.2744;27.0264;0.6826
0;A;56;B;334;B;5;1;3;3;C;110000;228;1017;231251.0643;3500;117666;0.2906;33.6189;0.4757
0;B;37;A;71;B;8;1;3;3;C;125000;146;1389;230090.9245;3487;75360;0.3984;21.6117;0.5433
0;B;54;B;209;B;8;1;2;3;C;80000;165;771;91529.35112;3486;48077;0.2211;13.7915;0.874
0;A;40;A;63;A;12;1;2;4;C;100000;144;1145;112276.5624;3485;93295;0.3285;26.7704;0.8907
0;B;41;B;65;A;12;1;2;4;C;40000;221;372;122123.8522;3460;34336;0.1074;9.9237;0.3275
0;B;42;A;228;B;8;1;3;3;C;100000;240;858;237120.2394;3433;136618;0.2498;39.7955;0.4217
0;B;49;B;199;A;12;1;2;4;C;140000;210;1227;247025.4545;3411;57950;0.3598;16.9892;0.5667
0;B;42;A;50;A;12;1;2;4;C;92000;172;832;134861.8494;3395;97316;0.2449;28.6645;0.6822
0;A;42;B;92;A;12;1;2;4;C;40000;128;494;89288.97109;3391;41053;0.1456;12.1065;0.448
0;A;37;B;207;A;12;1;2;4;C;52000;171;500;91108.64255;3388;27617;0.1476;8.1514;0.5707
0;B;43;A;96;B;5;2;2;3;C;60000;145;680;123447.8134;3384;72448;0.201;21.409;0.486
0;B;40;C;264;B;11;1;2;3;C;100000;133;1198;233047.0036;3374;126811;0.3551;37.5848;0.4291
0;A;32;B;85;A;12;1;2;4;C;50000;185;498;93589.59586;3359;45128;0.1483;13.435;0.5342
0;B;32;B;64;B;5;1;2;3;C;134000;171;1401;197555.9675;3357;120252;0.4174;35.8213;0.6783
0;A;58;C;147;A;12;1;2;4;D;80000;147;859;101732.2021;3350;78947;0.2565;23.5663;0.7864
0;B;52;B;287;A;6;1;3;3;C;100000;141;1158;133939.2958;3347;138784;0.3459;41.4652;0.7466
0;B;45;A;160;A;6;2;1;3;B;60000;207;470;69436.76436;3342;54317;0.1405;16.2528;0.8641
0;B;48;B;56;A;6;2;3;3;C;80000;133;832;171177.2276;3317;74797;0.2508;22.5496;0.4674
0;A;34;B;133;B;8;1;2;4;C;70000;197;695;82192.33877;3308;65365;0.2102;19.7597;0.8517
0;B;51;A;131;A;11;1;3;4;C;80000;180;770;117228.4294;3305;88534;0.233;26.7879;0.6824
0;B;30;A;58;A;12;1;0;4;C;69000;137;805;75683.66123;3297;47070;0.244;14.2766;0.9117
0;B;48;B;37;B;5;1;2;3;C;60000;202;578;67090.86891;3290;79545;0.1756;24.1778;0.8943
0;A;39;A;59;A;11;1;2;4;C;80000;120;908;101897.4119;3280;71086;0.2769;21.6726;0.7851
0;B;41;B;35;A;12;1;3;4;C;100000;214;927;150431.2058;3271;121233;0.2834;37.063;0.6648
0;B;51;A;274;A;11;1;2;4;C;84000;210;770;96336.08786;3270;92720;0.2354;28.3547;0.8719
0;B;36;A;125;B;4;1;1;3;C;130000;160;1425;184936.6531;3245;155708;0.4392;47.984;0.7029
0;A;38;B;5;A;11;1;0;4;A;90000;186;867;185732.1104;3234;45142;0.2682;13.9586;0.4846
0;B;46;A;70;B;5;1;2;3;B;100000;183;973;234117.2295;3230;54133;0.3011;16.7594;0.4271
0;A;48;B;87;A;12;1;2;4;C;40000;137;473;88400.1367;3215;32326;0.1472;10.0547;0.4525
0;B;45;A;107;A;12;2;1;4;C;60000;185;609;69937.27183;3203;44682;0.1902;13.95;0.8579
0;A;47;B;8;A;12;1;2;4;C;110000;187;1076;185784.5018;3203;130724;0.3358;40.813;0.5921
0;A;44;A;79;B;8;2;2;3;C;60000;157;652;115773.7355;3199;36180;0.2037;11.3098;0.5183
0;B;56;A;158;B;1;1;3;2;C;54000;234;475;72195.1056;3196;59753;0.1487;18.6962;0.748
0;B;52;B;150;A;11;1;3;3;C;148000;225;1339;198946.0898;3192;102829;0.4194;32.2146;0.7439
0;B;47;A;236;A;11;1;2;4;C;60000;157;607;113126.1927;3191;29924;0.1901;9.3776;0.5304
0;B;39;B;77;B;12;1;2;4;C;100000;123;1225;208382.5952;3179;79568;0.3853;25.0293;0.4799
0;B;54;A;316;A;12;1;3;4;C;60000;212;552;102953.5506;3174;24176;0.1739;7.6169;0.5828
0;B;39;A;164;A;11;1;0;4;A;140000;199;1168;249898.7863;3151;111220;0.3706;35.2967;0.5602
0;B;36;A;116;A;11;1;1;4;C;88000;211;823;100663.3486;3134;93671;0.2627;29.8886;0.8742
0;B;36;A;95;A;12;1;1;4;C;80000;165;838;94401.98931;3127;32986;0.2681;10.5488;0.8474
0;B;45;C;142;B;4;2;0;3;C;100000;146;1103;101312.0278;3118;79075;0.3537;25.3608;0.987
0;A;37;B;42;A;12;1;2;4;C;60000;176;619;146534.0366;3113;26189;0.1989;8.4128;0.4095
0;B;31;A;74;B;9;1;1;4;C;140000;175;1403;232589.9829;3109;143890;0.4513;46.2818;0.6019
0;A;41;A;148;B;4;1;1;3;C;127000;123;1437;160324.1582;3104;75230;0.4628;24.2365;0.7921
0;B;40;B;149;A;12;2;2;4;C;70000;183;695;140912.1534;3104;28744;0.224;9.2603;0.4968
0;A;42;A;215;A;11;1;0;4;A;78000;160;842;154561.1084;3086;40795;0.273;13.2194;0.5047
0;B;51;B;220;B;8;1;3;3;C;120000;120;1501;140610.2779;3084;96990;0.4868;31.4494;0.8534
0;B;51;A;63;A;12;1;0;4;A;42000;218;402;59247.98749;3078;51907;0.1307;16.8639;0.7089
0;A;38;B;144;A;12;1;3;4;C;60000;151;655;71288.71568;3077;67752;0.2129;22.0188;0.8416
0;B;32;A;73;B;8;1;2;3;C;90000;131;1060;95958.07004;3072;68936;0.3449;22.4401;0.9379
0;A;40;A;183;A;12;1;2;4;C;100000;150;941;178105.4271;3067;131343;0.3068;42.8246;0.5615
0;B;52;B;175;A;12;1;2;4;C;50000;220;457;62827.63741;3062;29854;0.1491;9.7498;0.7958
0;B;54;A;330;B;1;1;2;4;C;160000;162;1462;186960.8957;3061;202268;0.4777;66.0791;0.8558
0;B;30;A;39;A;11;1;0;3;A;80000;121;1013;110495.2447;3061;70013;0.3311;22.8726;0.724
0;B;41;C;136;A;12;1;2;4;C;80000;132;960;107684.6895;3058;94592;0.3139;30.9326;0.7429
0;B;54;A;294;A;12;1;3;4;C;100000;134;1146;212695.9616;3056;80120;0.375;26.2173;0.4702
0;B;58;A;147;B;8;1;2;4;C;140000;205;1275;174201.4437;3051;85466;0.4178;28.0125;0.8037
0;B;46;A;101;A;12;1;2;4;B;100000;207;954;130920.8861;3042;49006;0.3135;16.1098;0.7638
0;B;36;A;111;B;9;1;0;4;A;80000;204;759;99615.96437;3038;103190;0.2497;33.9664;0.8031
0;B;38;B;134;A;12;1;3;4;C;120000;211;1099;216206.0053;3034;60172;0.3622;19.8326;0.555
0;B;44;A;135;B;5;1;2;4;C;100000;215;874;247490.9503;3030;132431;0.2884;43.7066;0.4041
0;B;42;B;73;A;11;1;1;4;C;120000;221;986;192062.7652;3029;145925;0.3255;48.176;0.6248
0;B;45;B;139;B;5;1;3;3;C;60000;200;469;78009.5276;3022;64062;0.1551;21.1985;0.7691
0;A;44;B;111;A;12;1;2;4;C;60000;176;596;126556.3106;3021;77352;0.1974;25.6048;0.4741
0;B;32;A;102;A;11;1;0;4;A;40000;183;397;62223.78799;3002;50307;0.1324;16.7578;0.6428
0;B;43;B;9;B;1;1;0;3;A;66000;142;759;120204.2592;2997;37163;0.2533;12.4001;0.5491
0;B;40;B;124;A;12;1;2;4;C;96000;173;991;218485.5888;2997;76338;0.3306;25.4715;0.4394
0;B;42;B;113;B;8;1;2;3;C;140000;211;1306;166535.474;2987;171879;0.4373;57.5424;0.8407
